Year,Month,Account_Code,Account_Name,Account_Class,Total_Amount
2023,4,ACC102959,Account_2959,Revenue,160082.31
2021,9,ACC102045,Account_2045,Asset,284647.06
2020,1,ACC101971,Account_1971,Equity,257180.25
2023,9,ACC102653,Account_2653,Expense,281480.51
2021,10,ACC100357,Account_357,Revenue,288704.22
2023,5,ACC100758,Account_758,Asset,311507.53
2021,6,ACC102322,Account_2322,Liability,384840.85
2020,1,ACC100941,Account_941,Equity,55428.04
2020,5,ACC102757,Account_2757,Liability,110715.76
2020,6,ACC102612,Account_2612,Equity,412577.1
2021,5,ACC101032,Account_1032,Expense,130864.51
2021,8,ACC101033,Account_1033,Expense,295966.71
2023,9,ACC100692,Account_692,Asset,468934.68
2023,12,ACC101238,Account_1238,Revenue,223871.99
2020,3,ACC102992,Account_2992,Revenue,270901.01
2021,6,ACC101412,Account_1412,Liability,180290.88
2020,3,ACC100927,Account_927,Equity,293506.85
2022,5,ACC100417,Account_417,Equity,344885.06
2021,3,ACC101474,Account_1474,Equity,330077.27
2020,4,ACC100959,Account_959,Equity,469154.12
2023,6,ACC100006,Account_6,Asset,12927.8
2020,4,ACC100698,Account_698,Asset,191217.56
2021,1,ACC102412,Account_2412,Equity,177770.45
2021,10,ACC100668,Account_668,Revenue,483179.16
2021,2,ACC100417,Account_417,Equity,246908.34
2021,3,ACC100820,Account_820,Liability,47645.87
2021,3,ACC100816,Account_816,Expense,221386.47
2022,1,ACC102346,Account_2346,Equity,370121.75
2022,5,ACC100785,Account_785,Equity,274724.98
2021,5,ACC102102,Account_2102,Expense,409978.56
2020,3,ACC100535,Account_535,Revenue,105296.28
2023,3,ACC101383,Account_1383,Revenue,151532.49
2020,3,ACC102705,Account_2705,Asset,190980.83
2020,1,ACC101632,Account_1632,Expense,380091.14
2020,5,ACC100428,Account_428,Asset,396490.98
2023,9,ACC101182,Account_1182,Equity,66200.22
2023,10,ACC100998,Account_998,Revenue,453689.53
2021,11,ACC101469,Account_1469,Liability,107974.54
2021,2,ACC100749,Account_749,Revenue,284720.3
2021,7,ACC100717,Account_717,Liability,405679.92
2022,10,ACC101112,Account_1112,Liability,5909.18
2021,11,ACC100793,Account_793,Equity,340789.55
2022,2,ACC102912,Account_2912,Equity,340791.71
2020,3,ACC101351,Account_1351,Expense,136311.04
2023,3,ACC101192,Account_1192,Revenue,380372.13
2023,8,ACC102146,Account_2146,Expense,152467.8
2020,1,ACC101614,Account_1614,Expense,428577.63
2021,10,ACC101283,Account_1283,Expense,195894.85
2023,9,ACC100211,Account_211,Expense,446248.65
2021,3,ACC100015,Account_15,Equity,481817.82
2023,11,ACC101808,Account_1808,Expense,365483.44
2022,12,ACC100404,Account_404,Asset,62651.98
2020,2,ACC101439,Account_1439,Asset,381308.59
2022,11,ACC100510,Account_510,Revenue,107838.9
2021,10,ACC100067,Account_67,Asset,28330.39
2023,3,ACC101054,Account_1054,Expense,468813.3
2023,6,ACC102052,Account_2052,Liability,485982.95
2023,6,ACC100217,Account_217,Liability,66001.78
2021,7,ACC100037,Account_37,Asset,319155.76
2022,6,ACC101707,Account_1707,Revenue,290010.76
2023,9,ACC101739,Account_1739,Liability,488615.79
2020,3,ACC102370,Account_2370,Asset,214816.06
2021,5,ACC100659,Account_659,Expense,203404.52
2022,4,ACC102379,Account_2379,Asset,115393.23
2020,9,ACC102758,Account_2758,Asset,110754.95
2020,2,ACC100598,Account_598,Expense,84005.85
2023,10,ACC101146,Account_1146,Equity,208068.32
2023,10,ACC100947,Account_947,Asset,348209.78
2023,11,ACC102983,Account_2983,Revenue,72282.98
2020,11,ACC102341,Account_2341,Revenue,418854.32
2021,2,ACC102332,Account_2332,Equity,395802.52
2020,4,ACC101727,Account_1727,Liability,432249.59
2022,8,ACC102482,Account_2482,Equity,489335.61
2022,12,ACC100072,Account_72,Revenue,116743.29
2021,11,ACC102029,Account_2029,Liability,494684.89
2022,6,ACC102009,Account_2009,Expense,38219.89
2020,9,ACC101219,Account_1219,Liability,271679.02
2020,9,ACC101657,Account_1657,Revenue,283253.45
2021,4,ACC102273,Account_2273,Asset,222753.38
2021,6,ACC100496,Account_496,Revenue,149990.49
2023,3,ACC102225,Account_2225,Asset,139140.39
2022,8,ACC102283,Account_2283,Expense,395096.72
2023,4,ACC101878,Account_1878,Liability,275503.0
2020,6,ACC102606,Account_2606,Equity,117818.22
2021,6,ACC100653,Account_653,Liability,288329.33
2020,9,ACC101565,Account_1565,Revenue,152216.48
2020,12,ACC101959,Account_1959,Expense,40543.54
2020,7,ACC101149,Account_1149,Equity,97338.6
2020,3,ACC101868,Account_1868,Asset,254068.15
2020,7,ACC101669,Account_1669,Equity,96361.4
2023,6,ACC101020,Account_1020,Expense,101336.88
2023,8,ACC100708,Account_708,Expense,161615.7
2023,4,ACC100284,Account_284,Revenue,448816.23
2023,4,ACC101668,Account_1668,Equity,396024.22
2023,10,ACC101651,Account_1651,Equity,270796.96
2023,4,ACC101030,Account_1030,Liability,192623.66
2023,8,ACC101645,Account_1645,Asset,143946.2
2021,4,ACC100190,Account_190,Liability,265255.13
2023,11,ACC102816,Account_2816,Asset,482293.67
2022,8,ACC101111,Account_1111,Revenue,394864.09
2022,10,ACC101912,Account_1912,Liability,283149.2
2023,3,ACC101206,Account_1206,Revenue,461367.67
2021,6,ACC102107,Account_2107,Equity,327637.53
2023,5,ACC101900,Account_1900,Liability,433949.77
2023,4,ACC101286,Account_1286,Asset,429228.46
2022,2,ACC101530,Account_1530,Expense,194175.12
2022,12,ACC100682,Account_682,Asset,362155.95
2022,12,ACC101723,Account_1723,Expense,118665.66
2020,10,ACC100854,Account_854,Revenue,73013.61
2022,1,ACC102347,Account_2347,Expense,187973.0
2021,2,ACC102521,Account_2521,Asset,298259.68
2021,6,ACC100324,Account_324,Liability,407039.79
2022,8,ACC101713,Account_1713,Equity,225287.58
2020,5,ACC100107,Account_107,Asset,764825.6
2020,3,ACC101611,Account_1611,Expense,84334.13
2021,2,ACC102178,Account_2178,Expense,60910.53
2022,6,ACC102613,Account_2613,Expense,189767.28
2022,10,ACC100759,Account_759,Equity,367824.76
2023,6,ACC100595,Account_595,Expense,25136.42
2020,7,ACC102267,Account_2267,Asset,350569.22
2023,6,ACC100336,Account_336,Equity,179397.62
2020,6,ACC101676,Account_1676,Expense,398661.71
2021,2,ACC101902,Account_1902,Liability,428755.24
2020,7,ACC102794,Account_2794,Equity,148379.16
2020,8,ACC100682,Account_682,Asset,127545.75
2020,7,ACC102302,Account_2302,Expense,74927.59
2021,4,ACC101209,Account_1209,Asset,115099.37
2021,7,ACC101044,Account_1044,Equity,494037.76
2020,10,ACC101365,Account_1365,Revenue,13347.12
2023,2,ACC102399,Account_2399,Asset,73752.78
2021,2,ACC101676,Account_1676,Expense,445524.18
2022,6,ACC101744,Account_1744,Expense,67188.63
2022,8,ACC102367,Account_2367,Equity,127815.06
2021,1,ACC101346,Account_1346,Expense,109480.9
2020,7,ACC101130,Account_1130,Revenue,55440.6
2023,6,ACC101383,Account_1383,Revenue,63033.73
2022,6,ACC101655,Account_1655,Equity,72951.1
2020,10,ACC101595,Account_1595,Equity,181570.39
2020,8,ACC100216,Account_216,Asset,248411.77
2023,7,ACC101207,Account_1207,Equity,340633.2
2022,4,ACC101840,Account_1840,Equity,68155.86
2023,11,ACC102426,Account_2426,Equity,18342.8
2020,2,ACC101552,Account_1552,Equity,65604.4
2020,3,ACC101698,Account_1698,Revenue,286669.61
2023,3,ACC102044,Account_2044,Equity,309109.01
2022,12,ACC102651,Account_2651,Revenue,10299.02
2022,4,ACC101428,Account_1428,Asset,174578.92
2020,10,ACC101893,Account_1893,Liability,118500.36
2021,5,ACC102377,Account_2377,Equity,123800.84
2022,10,ACC102842,Account_2842,Asset,110480.39
2022,1,ACC102583,Account_2583,Liability,227541.04
2020,3,ACC101069,Account_1069,Expense,194961.44
2021,4,ACC101418,Account_1418,Asset,57787.84
2020,11,ACC100507,Account_507,Asset,307116.74
2022,12,ACC101118,Account_1118,Revenue,72774.14
2022,12,ACC100532,Account_532,Expense,454882.47
2020,7,ACC100807,Account_807,Liability,144279.04
2020,9,ACC101142,Account_1142,Liability,37614.77
2020,10,ACC101601,Account_1601,Equity,369064.4
2021,1,ACC102142,Account_2142,Liability,267301.83
2021,6,ACC101872,Account_1872,Revenue,31208.55
2021,3,ACC101985,Account_1985,Asset,3598.86
2020,12,ACC101775,Account_1775,Revenue,48676.43
2023,10,ACC100014,Account_14,Expense,476797.14
2022,12,ACC102595,Account_2595,Equity,226372.54
2020,7,ACC102340,Account_2340,Expense,206970.65
2022,3,ACC102910,Account_2910,Liability,194567.4
2021,8,ACC100882,Account_882,Expense,223554.48
2022,4,ACC100017,Account_17,Equity,492136.74
2022,12,ACC102319,Account_2319,Equity,231309.47
2021,4,ACC102366,Account_2366,Equity,94762.97
2023,10,ACC100272,Account_272,Asset,178938.84
2022,8,ACC102532,Account_2532,Expense,176896.09
2020,7,ACC101350,Account_1350,Equity,337037.35
2020,2,ACC101029,Account_1029,Revenue,11808.52
2021,3,ACC101335,Account_1335,Asset,189485.59
2022,10,ACC101885,Account_1885,Revenue,366720.25
2023,11,ACC102721,Account_2721,Liability,17160.71
2021,6,ACC100570,Account_570,Revenue,222628.98
2022,3,ACC101914,Account_1914,Expense,20978.02
2021,3,ACC102561,Account_2561,Liability,214509.0
2021,8,ACC101684,Account_1684,Revenue,157213.14
2022,12,ACC102693,Account_2693,Revenue,340597.92
2022,3,ACC102128,Account_2128,Asset,209122.73
2023,12,ACC101237,Account_1237,Asset,204266.33
2022,7,ACC101783,Account_1783,Expense,48481.35
2021,5,ACC100251,Account_251,Equity,473029.6
2022,8,ACC100235,Account_235,Equity,481530.07
2021,12,ACC102600,Account_2600,Liability,25885.7
2021,5,ACC100003,Account_3,Equity,350050.92
2023,2,ACC100269,Account_269,Expense,137520.32
2022,7,ACC100752,Account_752,Asset,419195.82
2023,2,ACC101875,Account_1875,Equity,331661.1
2023,10,ACC101486,Account_1486,Revenue,148949.86
2021,1,ACC100555,Account_555,Equity,391977.67
2024,1,ACC102165,Account_2165,Asset,223459.83
2021,2,ACC101698,Account_1698,Revenue,433755.26
2020,5,ACC102913,Account_2913,Equity,423772.2
2023,8,ACC102870,Account_2870,Equity,495511.3
2022,5,ACC100032,Account_32,Revenue,450068.09
2022,11,ACC101567,Account_1567,Revenue,106116.78
2022,11,ACC101828,Account_1828,Asset,130704.69
2020,10,ACC101037,Account_1037,Expense,354316.84
2022,9,ACC102234,Account_2234,Asset,144025.65
2023,6,ACC101947,Account_1947,Equity,205527.04
2020,9,ACC100806,Account_806,Liability,420255.63
2023,4,ACC102001,Account_2001,Liability,449206.34
2021,3,ACC101097,Account_1097,Liability,56420.8
2023,12,ACC102449,Account_2449,Equity,246784.77
2021,12,ACC102867,Account_2867,Expense,408672.14
2022,12,ACC100678,Account_678,Asset,269407.99
2023,11,ACC101504,Account_1504,Equity,464398.18
2020,2,ACC102771,Account_2771,Liability,227794.42
2021,2,ACC101246,Account_1246,Asset,237567.17
2023,9,ACC101588,Account_1588,Revenue,306456.36
2022,7,ACC101294,Account_1294,Equity,111977.98
2021,2,ACC100646,Account_646,Revenue,121050.92
2021,5,ACC101359,Account_1359,Revenue,319975.65
2022,6,ACC100165,Account_165,Asset,476029.31
2021,7,ACC102388,Account_2388,Revenue,190936.89
2022,8,ACC100986,Account_986,Revenue,156943.47
2022,8,ACC101001,Account_1001,Equity,262510.1
2022,2,ACC101397,Account_1397,Asset,124787.97
2021,12,ACC102285,Account_2285,Liability,488360.3
2023,4,ACC100821,Account_821,Expense,199765.42
2023,10,ACC102832,Account_2832,Equity,480810.88
2020,5,ACC100204,Account_204,Expense,149234.97
2021,6,ACC102088,Account_2088,Revenue,201574.79
2021,8,ACC101002,Account_1002,Asset,471089.67
2023,12,ACC101753,Account_1753,Liability,46546.19
2022,9,ACC100663,Account_663,Equity,27302.27
2022,5,ACC101551,Account_1551,Expense,159346.33
2022,9,ACC101175,Account_1175,Equity,225265.71
2020,6,ACC101283,Account_1283,Expense,214799.19
2022,3,ACC102187,Account_2187,Liability,243882.6
2022,2,ACC100187,Account_187,Asset,82269.48
2022,12,ACC100606,Account_606,Expense,98042.57
2022,7,ACC101110,Account_1110,Revenue,5523.42
2022,1,ACC100524,Account_524,Asset,10112.67
2023,2,ACC100584,Account_584,Liability,123495.66
2022,6,ACC102653,Account_2653,Expense,165853.96
2022,8,ACC100760,Account_760,Revenue,428360.75
2024,1,ACC102779,Account_2779,Asset,96182.94
2020,10,ACC102613,Account_2613,Expense,183151.78
2023,8,ACC102818,Account_2818,Asset,76256.76
2023,8,ACC100697,Account_697,Equity,292174.52
2023,9,ACC102410,Account_2410,Expense,117015.02
2022,11,ACC101478,Account_1478,Revenue,432211.3
2023,2,ACC100393,Account_393,Equity,300058.98
2020,11,ACC101770,Account_1770,Revenue,462012.44
2021,12,ACC102069,Account_2069,Liability,312719.41
2020,4,ACC101858,Account_1858,Revenue,224678.25
2022,7,ACC101295,Account_1295,Revenue,433293.83
2023,1,ACC100823,Account_823,Expense,104365.95
2020,8,ACC100301,Account_301,Asset,268208.08
2020,7,ACC102711,Account_2711,Revenue,78870.4
2022,6,ACC102611,Account_2611,Equity,342396.56
2020,10,ACC102387,Account_2387,Asset,231208.5
2023,4,ACC101904,Account_1904,Expense,274075.4
2022,7,ACC102265,Account_2265,Expense,227062.64
2023,2,ACC101880,Account_1880,Equity,369529.63
2021,10,ACC101458,Account_1458,Liability,301590.56
2022,5,ACC100688,Account_688,Revenue,120539.76
2021,8,ACC102289,Account_2289,Expense,343047.79
2020,7,ACC102801,Account_2801,Revenue,289176.72
2021,6,ACC100242,Account_242,Revenue,51486.69
2020,2,ACC100281,Account_281,Expense,78867.26
2021,12,ACC102011,Account_2011,Liability,26499.97
2023,8,ACC101591,Account_1591,Asset,50120.55
2022,9,ACC102731,Account_2731,Revenue,201204.08
2024,1,ACC100076,Account_76,Revenue,316841.69
2021,5,ACC102565,Account_2565,Expense,329442.53
2023,1,ACC100320,Account_320,Asset,124993.3
2023,7,ACC100678,Account_678,Asset,336655.49
2020,9,ACC100443,Account_443,Expense,324849.89
2023,7,ACC102414,Account_2414,Asset,880.63
2022,12,ACC101864,Account_1864,Equity,134078.35
2021,10,ACC100303,Account_303,Expense,60746.99
2022,5,ACC101744,Account_1744,Expense,7835.89
2021,9,ACC100638,Account_638,Liability,56495.05
2021,4,ACC102870,Account_2870,Equity,398135.27
2022,12,ACC102821,Account_2821,Revenue,78099.12
2022,2,ACC102036,Account_2036,Revenue,11043.66
2020,2,ACC102175,Account_2175,Equity,163924.02
2020,9,ACC101963,Account_1963,Asset,283198.64
2020,6,ACC101894,Account_1894,Expense,214774.59
2021,1,ACC100575,Account_575,Revenue,393422.03
2022,1,ACC101943,Account_1943,Liability,95995.58
2021,5,ACC102784,Account_2784,Asset,206408.93
2023,6,ACC101533,Account_1533,Equity,13755.29
2020,11,ACC101604,Account_1604,Expense,122954.94
2024,2,ACC102055,Account_2055,Expense,227169.38
2021,6,ACC100259,Account_259,Expense,387632.19
2023,1,ACC102380,Account_2380,Revenue,66109.65
2021,5,ACC102215,Account_2215,Equity,211573.09
2020,2,ACC101562,Account_1562,Liability,56095.54
2023,5,ACC100533,Account_533,Liability,181177.5
2023,8,ACC100234,Account_234,Equity,299080.09
2023,10,ACC100278,Account_278,Liability,276268.98
2023,6,ACC101603,Account_1603,Revenue,207421.34
2020,6,ACC102308,Account_2308,Liability,111997.13
2021,10,ACC100057,Account_57,Equity,155698.98
2022,6,ACC101354,Account_1354,Expense,481714.59
2021,11,ACC101569,Account_1569,Liability,106662.52
2020,3,ACC100246,Account_246,Expense,431524.16
2022,1,ACC102441,Account_2441,Expense,433441.05
2021,10,ACC101945,Account_1945,Revenue,37853.76
2021,7,ACC102480,Account_2480,Asset,382936.85
2022,3,ACC102628,Account_2628,Liability,149816.79
2022,6,ACC101653,Account_1653,Asset,310399.46
2022,12,ACC100073,Account_73,Expense,314272.35
2020,9,ACC102672,Account_2672,Equity,324972.84
2022,5,ACC101188,Account_1188,Equity,399037.54
2021,7,ACC100384,Account_384,Liability,310410.58
2023,3,ACC101172,Account_1172,Liability,397504.45
2020,7,ACC102733,Account_2733,Asset,68726.21
2022,11,ACC101201,Account_1201,Equity,143618.74
2022,4,ACC101028,Account_1028,Asset,365823.23
2023,11,ACC101830,Account_1830,Expense,134099.05
2023,12,ACC101343,Account_1343,Revenue,477894.39
2022,5,ACC100722,Account_722,Asset,231011.68
2021,4,ACC101856,Account_1856,Asset,257611.33
2022,7,ACC102459,Account_2459,Expense,652696.74
2020,8,ACC101808,Account_1808,Expense,380522.39
2020,5,ACC101928,Account_1928,Asset,276729.99
2023,12,ACC102576,Account_2576,Asset,444541.0
2024,1,ACC102204,Account_2204,Liability,204141.85
2024,1,ACC101610,Account_1610,Asset,146919.9
2022,8,ACC102100,Account_2100,Revenue,238496.65
2021,3,ACC100343,Account_343,Equity,488971.08
2021,9,ACC101689,Account_1689,Equity,155661.53
2022,10,ACC101356,Account_1356,Expense,4589.97
2021,6,ACC102108,Account_2108,Revenue,345779.65
2023,4,ACC100399,Account_399,Liability,289952.27
2020,1,ACC100933,Account_933,Liability,216524.31
2022,9,ACC102682,Account_2682,Expense,386552.49
2020,2,ACC101784,Account_1784,Asset,107246.5
2023,4,ACC101689,Account_1689,Equity,323135.34
2021,1,ACC101245,Account_1245,Liability,126421.18
2020,4,ACC100256,Account_256,Liability,444122.61
2020,8,ACC102567,Account_2567,Expense,247285.04
2022,3,ACC101549,Account_1549,Expense,203381.4
2024,1,ACC102963,Account_2963,Expense,168787.58
2020,1,ACC100241,Account_241,Expense,260616.83
2023,6,ACC102559,Account_2559,Equity,402059.42
2020,8,ACC101020,Account_1020,Expense,409770.35
2023,3,ACC102751,Account_2751,Expense,323286.82
2022,6,ACC102368,Account_2368,Equity,360696.31
2020,1,ACC102103,Account_2103,Equity,384908.13
2020,11,ACC100264,Account_264,Asset,18417.06
2022,5,ACC100542,Account_542,Liability,373669.29
2020,6,ACC101292,Account_1292,Equity,287048.83
2020,1,ACC102288,Account_2288,Equity,478591.1
2020,6,ACC102596,Account_2596,Equity,267332.46
2023,12,ACC102905,Account_2905,Asset,213655.55
2021,10,ACC102035,Account_2035,Equity,339428.41
2022,6,ACC101792,Account_1792,Asset,341484.29
2022,9,ACC101724,Account_1724,Equity,416961.54
2023,11,ACC101225,Account_1225,Revenue,311374.26
2023,5,ACC102879,Account_2879,Expense,272207.11
2021,1,ACC100221,Account_221,Liability,95347.57
2023,9,ACC100527,Account_527,Equity,1637.63
2020,2,ACC101347,Account_1347,Revenue,9450.7
2020,8,ACC101982,Account_1982,Liability,42539.37
2020,6,ACC101361,Account_1361,Revenue,40982.3
2021,10,ACC101992,Account_1992,Equity,412346.62
2020,5,ACC100628,Account_628,Liability,399494.85
2021,10,ACC102996,Account_2996,Expense,7625.7
2021,12,ACC101417,Account_1417,Asset,312592.51
2022,3,ACC101272,Account_1272,Asset,123247.46
2022,4,ACC102332,Account_2332,Equity,114764.66
2020,1,ACC102612,Account_2612,Equity,443230.43
2021,6,ACC102682,Account_2682,Expense,156308.46
2020,2,ACC101613,Account_1613,Revenue,136991.2
2020,5,ACC100867,Account_867,Revenue,210304.9
2020,9,ACC101879,Account_1879,Liability,268733.82
2020,6,ACC101718,Account_1718,Liability,302068.55
2020,10,ACC102706,Account_2706,Asset,280461.67
2022,8,ACC100047,Account_47,Equity,281549.62
2021,11,ACC101807,Account_1807,Expense,301827.2
2022,12,ACC101888,Account_1888,Asset,8215.92
2022,3,ACC101487,Account_1487,Asset,132047.61
2021,2,ACC101156,Account_1156,Liability,431700.88
2023,3,ACC100064,Account_64,Equity,199658.85
2021,3,ACC101073,Account_1073,Revenue,446797.38
2023,8,ACC102543,Account_2543,Liability,388093.05
2022,2,ACC100836,Account_836,Asset,57620.9
2021,10,ACC100798,Account_798,Expense,291338.46
2022,7,ACC102580,Account_2580,Equity,156592.22
2023,9,ACC100710,Account_710,Asset,424406.38
2023,9,ACC100020,Account_20,Equity,320273.43
2020,10,ACC102713,Account_2713,Equity,112559.38
2023,6,ACC102794,Account_2794,Equity,261579.87
2023,1,ACC101168,Account_1168,Expense,152627.65
2022,4,ACC101699,Account_1699,Liability,28335.05
2021,1,ACC101990,Account_1990,Revenue,450692.95
2021,9,ACC101801,Account_1801,Revenue,110639.42
2020,10,ACC100304,Account_304,Equity,320262.85
2021,10,ACC102120,Account_2120,Equity,392277.67
2022,10,ACC101813,Account_1813,Revenue,2529.93
2020,12,ACC102730,Account_2730,Expense,195912.67
2023,1,ACC101665,Account_1665,Asset,236945.94
2021,8,ACC102120,Account_2120,Equity,82033.59
2022,6,ACC102568,Account_2568,Asset,89033.08
2020,7,ACC101558,Account_1558,Revenue,283299.29
2022,8,ACC101091,Account_1091,Asset,338980.9
2023,3,ACC100851,Account_851,Revenue,1672.94
2022,2,ACC100437,Account_437,Equity,251992.54
2022,3,ACC100306,Account_306,Expense,158149.68
2023,3,ACC102753,Account_2753,Liability,417010.69
2022,12,ACC100228,Account_228,Revenue,364615.47
2020,8,ACC101986,Account_1986,Equity,81016.95
2022,5,ACC102280,Account_2280,Revenue,110006.77
2020,1,ACC100157,Account_157,Asset,52599.49
2023,1,ACC100566,Account_566,Expense,243535.71
2021,10,ACC100891,Account_891,Liability,253902.14
2022,11,ACC101339,Account_1339,Liability,358152.92
2022,4,ACC100034,Account_34,Asset,261457.87
2020,12,ACC102630,Account_2630,Asset,401479.79
2021,5,ACC101385,Account_1385,Equity,438222.41
2021,7,ACC101626,Account_1626,Equity,92285.65
2020,9,ACC102838,Account_2838,Expense,234481.04
2020,9,ACC102363,Account_2363,Liability,286215.92
2021,12,ACC100631,Account_631,Revenue,325556.12
2020,4,ACC100427,Account_427,Asset,272224.63
2023,2,ACC102039,Account_2039,Asset,499888.33
2020,8,ACC100563,Account_563,Expense,25584.38
2020,3,ACC102564,Account_2564,Expense,186975.37
2022,7,ACC100688,Account_688,Revenue,70853.17
2022,3,ACC102064,Account_2064,Asset,210871.86
2020,4,ACC102045,Account_2045,Asset,311115.48
2020,1,ACC100943,Account_943,Equity,287844.28
2020,12,ACC100386,Account_386,Asset,210133.03
2021,1,ACC100686,Account_686,Revenue,119727.8
2021,10,ACC102222,Account_2222,Liability,18043.63
2022,11,ACC101095,Account_1095,Liability,123246.91
2022,1,ACC102250,Account_2250,Asset,1689.89
2021,1,ACC101728,Account_1728,Liability,243641.71
2022,11,ACC101480,Account_1480,Asset,311787.19
2020,4,ACC102571,Account_2571,Liability,267867.8
2022,4,ACC102916,Account_2916,Liability,33641.35
2022,5,ACC100614,Account_614,Expense,305633.37
2023,3,ACC101941,Account_1941,Revenue,461177.51
2022,12,ACC100787,Account_787,Expense,202669.57
2022,3,ACC100189,Account_189,Expense,389233.93
2022,5,ACC101992,Account_1992,Equity,205636.89
2023,7,ACC101774,Account_1774,Equity,438688.17
2023,8,ACC100400,Account_400,Equity,196126.61
2022,12,ACC101816,Account_1816,Revenue,339441.24
2020,12,ACC102447,Account_2447,Asset,191695.78
2021,9,ACC101812,Account_1812,Equity,160267.14
2021,4,ACC101728,Account_1728,Liability,114518.29
2020,1,ACC100870,Account_870,Revenue,23965.95
2020,8,ACC102758,Account_2758,Asset,339840.75
2023,8,ACC100845,Account_845,Equity,398181.2
2021,12,ACC101950,Account_1950,Revenue,168391.81
2021,1,ACC100994,Account_994,Expense,443055.01
2021,9,ACC101114,Account_1114,Expense,304483.17
2021,6,ACC102734,Account_2734,Revenue,307145.55
2022,3,ACC100327,Account_327,Asset,164185.95
2022,12,ACC101531,Account_1531,Revenue,434628.14
2020,4,ACC100822,Account_822,Equity,251396.46
2023,2,ACC102277,Account_2277,Expense,448567.51
2020,1,ACC101888,Account_1888,Asset,48536.62
2021,11,ACC100350,Account_350,Equity,119996.47
2020,12,ACC102659,Account_2659,Revenue,73553.07
2022,4,ACC100280,Account_280,Asset,445735.79
2022,9,ACC102637,Account_2637,Equity,428556.47
2021,6,ACC100812,Account_812,Asset,454934.01
2020,11,ACC101212,Account_1212,Revenue,2663.24
2022,8,ACC102659,Account_2659,Revenue,336173.59
2021,3,ACC102315,Account_2315,Equity,445135.86
2020,11,ACC101183,Account_1183,Revenue,31075.69
2021,6,ACC101625,Account_1625,Revenue,230339.65
2021,9,ACC102269,Account_2269,Revenue,111155.07
2023,8,ACC100204,Account_204,Expense,167377.53
2020,4,ACC102267,Account_2267,Asset,465424.82
2023,6,ACC101079,Account_1079,Equity,461090.95
2020,2,ACC100854,Account_854,Revenue,20084.64
2020,8,ACC102538,Account_2538,Asset,83231.41
2020,7,ACC101071,Account_1071,Revenue,477441.8
2023,8,ACC101445,Account_1445,Asset,186685.11
2024,1,ACC101928,Account_1928,Asset,81066.39
2020,1,ACC100852,Account_852,Expense,238307.89
2023,9,ACC102302,Account_2302,Expense,28576.72
2021,3,ACC102469,Account_2469,Revenue,153338.4
2020,3,ACC100921,Account_921,Equity,105033.69
2022,9,ACC101065,Account_1065,Equity,190310.65
2021,6,ACC100050,Account_50,Asset,327315.16
2023,1,ACC102276,Account_2276,Liability,202480.02
2021,5,ACC100402,Account_402,Equity,313039.69
2023,5,ACC101251,Account_1251,Equity,292827.54
2023,6,ACC101082,Account_1082,Equity,111897.79
2022,9,ACC102947,Account_2947,Equity,34059.76
2022,9,ACC102894,Account_2894,Equity,264647.58
2021,8,ACC100231,Account_231,Revenue,435806.61
2021,8,ACC100574,Account_574,Asset,174754.28
2023,8,ACC100909,Account_909,Liability,78239.14
2021,1,ACC102240,Account_2240,Revenue,451083.3
2023,4,ACC102344,Account_2344,Liability,489148.09
2020,9,ACC100895,Account_895,Equity,223033.67
2020,9,ACC102007,Account_2007,Equity,447976.2
2024,2,ACC100609,Account_609,Revenue,491582.31
2022,3,ACC101127,Account_1127,Expense,330416.82
2020,7,ACC101607,Account_1607,Liability,457452.61
2023,7,ACC100048,Account_48,Expense,58931.11
2021,9,ACC100755,Account_755,Revenue,41044.24
2020,12,ACC100046,Account_46,Asset,242869.45
2022,5,ACC102963,Account_2963,Expense,197616.35
2020,2,ACC100387,Account_387,Asset,297450.52
2020,2,ACC102795,Account_2795,Expense,305137.66
2020,4,ACC101553,Account_1553,Asset,47142.22
2022,11,ACC102831,Account_2831,Liability,364040.88
2022,6,ACC102745,Account_2745,Expense,349145.6
2022,10,ACC100534,Account_534,Asset,345914.07
2020,12,ACC101763,Account_1763,Revenue,331670.14
2022,1,ACC101026,Account_1026,Expense,377355.05
2024,1,ACC100342,Account_342,Equity,435768.54
2023,2,ACC101267,Account_1267,Expense,133226.47
2021,6,ACC102836,Account_2836,Asset,365571.16
2020,12,ACC102024,Account_2024,Liability,369830.99
2020,11,ACC102073,Account_2073,Equity,357801.67
2022,6,ACC101148,Account_1148,Revenue,258020.48
2021,12,ACC102276,Account_2276,Liability,108870.6
2023,7,ACC102100,Account_2100,Revenue,44834.49
2023,10,ACC101144,Account_1144,Liability,282858.73
2020,9,ACC100282,Account_282,Equity,228029.06
2021,5,ACC100386,Account_386,Asset,107058.92
2022,2,ACC102179,Account_2179,Liability,173529.99
2021,1,ACC100242,Account_242,Revenue,316086.37
2021,11,ACC101653,Account_1653,Asset,462875.74
2020,2,ACC101453,Account_1453,Equity,79576.38
2020,3,ACC102516,Account_2516,Revenue,304863.51
2021,9,ACC100014,Account_14,Expense,452384.99
2021,8,ACC100420,Account_420,Liability,17846.68
2023,10,ACC100552,Account_552,Liability,496773.49
2022,8,ACC102187,Account_2187,Liability,48383.39
2020,2,ACC100497,Account_497,Revenue,213992.87
2021,2,ACC101347,Account_1347,Revenue,432459.28
