Transaction_ID,Account_ID,Transaction_Date,Transaction_Type,Amount,Department,Region,Description
TRX200591,ACC100655,2023-04-01,Credit,288951.92,Finance,South,Financial entry 591
TRX200592,ACC101724,2020-01-11,Debit,422844.64,Finance,North,Financial entry 592
TRX200593,ACC102238,2021-06-20,Debit,92900.08,Sales,North,Financial entry 593
TRX200594,ACC100841,2023-11-27,Debit,221923.85,HR,Central,Financial entry 594
TRX200595,ACC100985,2023-04-27,Credit,480206.51,Sales,West,Financial entry 595
TRX200596,ACC101330,2022-11-08,Debit,124837.06,Operations,Central,Financial entry 596
TRX200597,ACC100106,2023-01-26,Debit,346380.82,Operations,North,Financial entry 597
TRX200598,ACC102445,2020-03-02,Debit,138171.62,Support,North,Financial entry 598
TRX200599,ACC101215,2023-05-09,Credit,21807.59,Sales,East,Financial entry 599
TRX200600,ACC100204,2023-08-19,Debit,167377.53,Support,South,Financial entry 600
TRX200601,ACC102410,2023-09-13,Debit,117015.02,Sales,East,Financial entry 601
TRX200602,ACC101848,2020-11-01,Credit,45088.39,Operations,West,Financial entry 602
TRX200603,ACC101283,2020-03-22,Debit,330157.35,HR,North,Financial entry 603
TRX200604,ACC100448,2020-11-30,Debit,425598.91,Sales,West,Financial entry 604
TRX200605,ACC102812,2022-03-02,Credit,115080.18,Finance,West,Financial entry 605
TRX200606,ACC101249,2021-04-14,Debit,21682.8,Support,South,Financial entry 606
TRX200607,ACC101957,2023-01-03,Debit,642.0,Support,South,Financial entry 607
TRX200608,ACC100883,2023-03-31,Credit,453349.74,Operations,North,Financial entry 608
TRX200609,ACC102851,2022-04-17,Credit,213219.74,Operations,East,Financial entry 609
TRX200610,ACC100868,2022-11-08,Debit,29120.72,HR,Central,Financial entry 610
TRX200611,ACC100327,2022-03-06,Credit,164185.95,Sales,East,Financial entry 611
TRX200612,ACC101808,2023-11-08,Debit,365483.44,HR,North,Financial entry 612
TRX200613,ACC100035,2022-06-16,Debit,219585.54,Finance,West,Financial entry 613
TRX200614,ACC100085,2020-01-03,Credit,422396.49,Support,East,Financial entry 614
TRX200615,ACC101490,2021-11-26,Credit,280178.29,IT,East,Financial entry 615
TRX200616,ACC102428,2023-06-08,Debit,60625.05,Sales,South,Financial entry 616
TRX200617,ACC102111,2022-03-31,Credit,436035.89,Operations,East,Financial entry 617
TRX200618,ACC102693,2020-04-04,Debit,90630.97,Sales,South,Financial entry 618
TRX200619,ACC101557,2021-08-18,Debit,211089.4,Sales,North,Financial entry 619
TRX200620,ACC100588,2020-05-12,Credit,333681.7,IT,Central,Financial entry 620
TRX200621,ACC101294,2021-07-10,Debit,332193.46,IT,South,Financial entry 621
TRX200622,ACC102613,2022-12-30,Debit,368017.92,Finance,West,Financial entry 622
TRX200623,ACC101384,2023-08-04,Debit,146715.17,IT,North,Financial entry 623
TRX200624,ACC101171,2021-04-26,Debit,334119.01,Finance,Central,Financial entry 624
TRX200625,ACC101017,2022-09-14,Debit,296393.45,Operations,Central,Financial entry 625
TRX200626,ACC102595,2022-12-26,Debit,226372.54,Finance,North,Financial entry 626
TRX200627,ACC101044,2021-07-13,Debit,494037.76,Support,West,Financial entry 627
TRX200628,ACC101364,2023-04-05,Credit,419071.06,Operations,Central,Financial entry 628
TRX200629,ACC101921,2021-04-07,Credit,198168.03,Finance,East,Financial entry 629
TRX200630,ACC102175,2020-02-20,Credit,163924.02,HR,North,Financial entry 630
TRX200631,ACC102965,2022-05-18,Debit,322253.83,HR,South,Financial entry 631
TRX200632,ACC102588,2020-12-23,Debit,363610.98,Sales,East,Financial entry 632
TRX200633,ACC101469,2022-11-14,Debit,83881.04,Finance,North,Financial entry 633
TRX200634,ACC101320,2021-06-21,Debit,37979.44,HR,East,Financial entry 634
TRX200635,ACC102009,2020-02-12,Credit,64626.76,Operations,Central,Financial entry 635
TRX200636,ACC101034,2022-12-26,Credit,33840.07,Sales,North,Financial entry 636
TRX200637,ACC102814,2023-10-24,Credit,58805.16,IT,East,Financial entry 637
TRX200638,ACC100491,2022-03-08,Debit,347412.37,HR,East,Financial entry 638
TRX200639,ACC100740,2024-02-04,Debit,458596.31,Sales,East,Financial entry 639
TRX200640,ACC100691,2021-08-16,Debit,398687.51,Operations,Central,Financial entry 640
TRX200641,ACC101924,2020-05-23,Credit,292648.02,Operations,North,Financial entry 641
TRX200642,ACC101303,2021-03-19,Credit,111177.03,Operations,West,Financial entry 642
TRX200643,ACC101784,2020-07-19,Credit,401686.57,IT,West,Financial entry 643
TRX200644,ACC100431,2020-08-31,Debit,111788.15,Sales,West,Financial entry 644
TRX200645,ACC102227,2021-12-09,Credit,195779.07,Support,North,Financial entry 645
TRX200646,ACC100177,2020-07-03,Debit,374268.81,IT,West,Financial entry 646
TRX200647,ACC100761,2022-10-29,Credit,138383.32,HR,East,Financial entry 647
TRX200648,ACC102682,2022-09-17,Debit,386552.49,IT,Central,Financial entry 648
TRX200649,ACC101593,2022-12-18,Debit,447243.89,Operations,North,Financial entry 649
TRX200650,ACC101144,2022-03-04,Credit,217189.32,IT,Central,Financial entry 650
TRX200651,ACC101443,2023-12-03,Credit,142540.65,IT,North,Financial entry 651
TRX200652,ACC102251,2023-02-11,Credit,17063.81,Finance,South,Financial entry 652
TRX200653,ACC101834,2020-04-24,Debit,74302.28,IT,Central,Financial entry 653
TRX200654,ACC101814,2020-04-19,Debit,156807.93,Finance,South,Financial entry 654
TRX200655,ACC102820,2022-01-23,Credit,328071.01,Finance,West,Financial entry 655
TRX200656,ACC102772,2020-11-04,Debit,36020.38,Support,East,Financial entry 656
TRX200657,ACC101004,2021-03-21,Credit,166032.71,Finance,West,Financial entry 657
TRX200658,ACC102398,2023-12-12,Credit,405113.92,HR,Central,Financial entry 658
TRX200659,ACC102137,2022-12-20,Credit,37435.0,HR,North,Financial entry 659
TRX200660,ACC101484,2020-03-01,Debit,402870.8,IT,South,Financial entry 660
TRX200661,ACC102267,2020-04-10,Debit,465424.82,Support,South,Financial entry 661
TRX200662,ACC100099,2023-01-18,Debit,222386.08,Support,North,Financial entry 662
TRX200663,ACC101254,2024-02-07,Debit,327709.94,Operations,West,Financial entry 663
TRX200664,ACC102265,2022-07-24,Debit,227062.64,IT,Central,Financial entry 664
TRX200665,ACC101180,2020-12-29,Credit,490285.44,Finance,West,Financial entry 665
TRX200666,ACC102705,2020-03-06,Credit,190980.83,Finance,West,Financial entry 666
TRX200667,ACC100534,2022-10-25,Debit,345914.07,Support,North,Financial entry 667
TRX200668,ACC100651,2022-03-15,Debit,372492.55,IT,North,Financial entry 668
TRX200669,ACC101880,2023-02-25,Credit,369529.63,Support,West,Financial entry 669
TRX200670,ACC101632,2020-01-04,Credit,380091.14,Support,West,Financial entry 670
TRX200671,ACC100172,2020-01-02,Credit,155812.39,Support,West,Financial entry 671
TRX200672,ACC100757,2023-03-14,Credit,79158.08,IT,West,Financial entry 672
TRX200673,ACC101416,2020-07-16,Debit,176382.33,Finance,Central,Financial entry 673
TRX200674,ACC101582,2022-08-07,Credit,25069.17,HR,South,Financial entry 674
TRX200675,ACC101397,2022-02-16,Debit,124787.97,IT,East,Financial entry 675
TRX200676,ACC100870,2020-07-28,Credit,472362.04,IT,West,Financial entry 676
TRX200677,ACC100128,2023-11-05,Credit,152103.74,IT,South,Financial entry 677
TRX200678,ACC100479,2021-07-20,Credit,454821.76,HR,East,Financial entry 678
TRX200679,ACC102531,2023-08-30,Debit,550.78,Operations,West,Financial entry 679
TRX200680,ACC102676,2022-05-08,Debit,174892.73,Operations,East,Financial entry 680
TRX200681,ACC101968,2021-09-26,Debit,416879.89,Finance,North,Financial entry 681
TRX200682,ACC100418,2021-06-11,Credit,149710.6,HR,West,Financial entry 682
TRX200683,ACC102662,2022-12-08,Debit,369567.13,IT,West,Financial entry 683
TRX200684,ACC100057,2020-04-25,Credit,292364.51,Operations,East,Financial entry 684
TRX200685,ACC100019,2023-01-08,Debit,150588.62,Operations,Central,Financial entry 685
TRX200686,ACC102764,2023-05-27,Debit,96400.91,IT,East,Financial entry 686
TRX200687,ACC100233,2022-10-09,Debit,374269.01,Finance,South,Financial entry 687
TRX200688,ACC100753,2023-01-14,Debit,176583.43,HR,Central,Financial entry 688
TRX200689,ACC100835,2021-05-02,Debit,402072.29,Support,East,Financial entry 689
TRX200690,ACC100051,2021-05-21,Debit,424590.95,Support,Central,Financial entry 690
TRX200691,ACC101458,2021-10-01,Credit,301590.56,HR,North,Financial entry 691
TRX200692,ACC100711,2023-05-31,Credit,249131.22,Sales,South,Financial entry 692
TRX200693,ACC100743,2021-03-15,Debit,181348.99,IT,West,Financial entry 693
TRX200694,ACC101784,2020-02-14,Credit,107246.5,IT,Central,Financial entry 694
TRX200695,ACC102806,2020-06-17,Credit,55713.76,Support,West,Financial entry 695
TRX200696,ACC100650,2020-07-17,Credit,182126.21,Finance,West,Financial entry 696
TRX200697,ACC100952,2022-03-14,Debit,131160.45,Operations,North,Financial entry 697
TRX200698,ACC100141,2021-08-16,Credit,227575.24,Operations,South,Financial entry 698
TRX200699,ACC100313,2020-02-18,Debit,66288.7,Finance,East,Financial entry 699
TRX200700,ACC100822,2022-12-03,Credit,401750.37,Finance,East,Financial entry 700
TRX200701,ACC101840,2022-04-15,Credit,68155.86,Sales,West,Financial entry 701
TRX200702,ACC101579,2022-11-14,Debit,406127.67,Support,Central,Financial entry 702
TRX200703,ACC102179,2022-02-19,Debit,173529.99,Support,East,Financial entry 703
TRX200704,ACC102364,2020-05-31,Credit,177656.09,Support,North,Financial entry 704
TRX200705,ACC101679,2020-02-28,Credit,130605.58,IT,West,Financial entry 705
TRX200706,ACC100187,2022-02-19,Debit,82269.48,IT,East,Financial entry 706
TRX200707,ACC101480,2020-11-25,Credit,452106.22,Operations,South,Financial entry 707
TRX200708,ACC102266,2020-11-20,Credit,50300.38,Support,West,Financial entry 708
TRX200709,ACC102306,2022-09-16,Credit,273611.19,Finance,North,Financial entry 709
TRX200710,ACC102772,2023-12-10,Debit,346487.58,IT,West,Financial entry 710
TRX200711,ACC100289,2023-12-02,Credit,383026.15,Finance,South,Financial entry 711
TRX200712,ACC101972,2021-06-09,Credit,481084.63,Sales,South,Financial entry 712
TRX200713,ACC101481,2021-11-16,Debit,187980.1,Sales,West,Financial entry 713
TRX200714,ACC100750,2021-11-10,Debit,326724.89,IT,Central,Financial entry 714
TRX200715,ACC101797,2020-10-04,Credit,44317.55,HR,East,Financial entry 715
TRX200716,ACC101023,2021-09-19,Credit,449947.53,Support,East,Financial entry 716
TRX200717,ACC101807,2021-11-09,Debit,301827.2,Finance,North,Financial entry 717
TRX200718,ACC102356,2020-02-09,Credit,191169.95,Support,West,Financial entry 718
TRX200719,ACC101552,2022-05-13,Debit,79119.37,Operations,West,Financial entry 719
TRX200720,ACC102947,2022-09-10,Credit,34059.76,Operations,North,Financial entry 720
TRX200721,ACC101388,2023-06-15,Debit,45117.68,Operations,South,Financial entry 721
TRX200722,ACC100682,2022-12-04,Debit,362155.95,Operations,North,Financial entry 722
TRX200723,ACC100133,2022-04-25,Credit,147313.22,Finance,East,Financial entry 723
TRX200724,ACC102571,2020-04-29,Credit,267867.8,Sales,South,Financial entry 724
TRX200725,ACC101841,2024-01-23,Debit,433617.75,HR,North,Financial entry 725
TRX200726,ACC101114,2023-01-18,Debit,363435.46,IT,West,Financial entry 726
TRX200727,ACC100185,2021-08-14,Debit,264445.13,Support,West,Financial entry 727
TRX200728,ACC102318,2020-01-17,Credit,447033.58,Finance,North,Financial entry 728
TRX200729,ACC102668,2023-05-31,Credit,465791.73,Operations,North,Financial entry 729
TRX200730,ACC100691,2021-12-30,Credit,365465.26,IT,East,Financial entry 730
TRX200731,ACC102048,2020-11-23,Credit,431628.84,IT,East,Financial entry 731
TRX200732,ACC100688,2022-05-20,Credit,120539.76,Sales,Central,Financial entry 732
TRX200733,ACC102994,2022-07-25,Credit,174755.55,Operations,North,Financial entry 733
TRX200734,ACC102280,2022-05-22,Debit,110006.77,Support,West,Financial entry 734
TRX200735,ACC101907,2020-08-25,Debit,219344.14,IT,Central,Financial entry 735
TRX200736,ACC100168,2020-04-24,Debit,209027.16,IT,North,Financial entry 736
TRX200737,ACC100089,2022-11-27,Debit,497489.88,Support,North,Financial entry 737
TRX200738,ACC102721,2023-11-20,Credit,17160.71,Support,North,Financial entry 738
TRX200739,ACC100428,2020-05-21,Debit,396490.98,HR,South,Financial entry 739
TRX200740,ACC102168,2021-03-16,Debit,382552.44,Support,North,Financial entry 740
TRX200741,ACC101563,2023-09-20,Debit,435141.09,Operations,East,Financial entry 741
TRX200742,ACC100338,2021-11-24,Debit,66544.2,HR,North,Financial entry 742
TRX200743,ACC102308,2020-05-30,Debit,79843.06,Support,South,Financial entry 743
TRX200744,ACC101082,2021-01-30,Credit,188793.17,Support,East,Financial entry 744
TRX200745,ACC102289,2021-08-05,Debit,343047.79,Operations,Central,Financial entry 745
TRX200746,ACC100504,2023-05-24,Debit,29282.73,Sales,North,Financial entry 746
TRX200747,ACC101058,2022-05-24,Credit,175645.15,Operations,Central,Financial entry 747
TRX200748,ACC102165,2024-01-17,Debit,223459.83,IT,North,Financial entry 748
TRX200749,ACC102980,2020-04-05,Debit,264397.48,Finance,North,Financial entry 749
TRX200750,ACC102558,2021-09-03,Debit,424157.96,Finance,North,Financial entry 750
TRX200751,ACC101047,2023-01-13,Debit,64354.78,IT,Central,Financial entry 751
TRX200752,ACC102267,2021-06-08,Credit,442760.58,Sales,East,Financial entry 752
TRX200753,ACC101499,2024-02-03,Credit,187478.75,Support,Central,Financial entry 753
TRX200754,ACC100899,2023-02-12,Debit,144693.83,Finance,Central,Financial entry 754
TRX200755,ACC101187,2021-10-15,Credit,425912.61,Finance,South,Financial entry 755
TRX200756,ACC101317,2023-11-07,Debit,387128.59,Support,Central,Financial entry 756
TRX200757,ACC101966,2023-12-11,Debit,158182.63,Finance,West,Financial entry 757
TRX200758,ACC102335,2022-07-31,Debit,242418.8,HR,East,Financial entry 758
TRX200759,ACC101723,2022-12-26,Credit,118665.66,Support,West,Financial entry 759
TRX200760,ACC100156,2021-09-05,Credit,283415.07,Sales,West,Financial entry 760
TRX200761,ACC101182,2023-09-29,Credit,66200.22,HR,Central,Financial entry 761
TRX200762,ACC102894,2022-03-08,Debit,73771.8,Support,Central,Financial entry 762
TRX200763,ACC101963,2020-09-24,Debit,283198.64,Operations,East,Financial entry 763
TRX200764,ACC102568,2023-12-02,Credit,140788.14,Sales,East,Financial entry 764
TRX200765,ACC101582,2021-10-24,Debit,182961.51,Support,South,Financial entry 765
TRX200766,ACC101334,2020-05-31,Debit,93611.0,Operations,South,Financial entry 766
TRX200767,ACC102215,2020-06-29,Debit,180765.28,Sales,South,Financial entry 767
TRX200768,ACC100998,2023-10-04,Debit,453689.53,Sales,South,Financial entry 768
TRX200769,ACC101651,2021-07-04,Credit,256760.1,HR,East,Financial entry 769
TRX200770,ACC101361,2020-03-21,Credit,245951.62,IT,East,Financial entry 770
TRX200771,ACC102192,2020-06-28,Credit,16268.31,Support,West,Financial entry 771
TRX200772,ACC100735,2020-06-07,Debit,187975.34,IT,North,Financial entry 772
TRX200773,ACC101450,2022-03-29,Debit,357577.41,IT,North,Financial entry 773
TRX200774,ACC101779,2021-05-01,Credit,481812.37,Sales,West,Financial entry 774
TRX200775,ACC100474,2022-06-26,Debit,88617.15,Sales,West,Financial entry 775
TRX200776,ACC100656,2023-09-28,Credit,419923.53,Operations,West,Financial entry 776
TRX200777,ACC102863,2023-09-09,Credit,479348.26,IT,North,Financial entry 777
TRX200778,ACC101259,2023-07-16,Debit,223168.82,IT,Central,Financial entry 778
TRX200779,ACC101550,2021-06-24,Credit,334626.27,IT,North,Financial entry 779
TRX200780,ACC101417,2021-04-24,Credit,204277.52,IT,North,Financial entry 780
TRX200781,ACC102434,2020-02-28,Credit,196477.27,IT,West,Financial entry 781
TRX200782,ACC101974,2022-10-17,Credit,388784.64,Operations,North,Financial entry 782
TRX200783,ACC102400,2021-10-10,Debit,202215.35,IT,West,Financial entry 783
TRX200784,ACC100254,2022-04-09,Credit,388624.45,Operations,West,Financial entry 784
TRX200785,ACC100069,2021-05-03,Credit,301422.86,Support,South,Financial entry 785
TRX200786,ACC100367,2022-04-11,Credit,73654.31,Finance,North,Financial entry 786
TRX200787,ACC100445,2022-01-09,Debit,204731.85,Operations,North,Financial entry 787
TRX200788,ACC101028,2024-01-05,Credit,103636.47,IT,South,Financial entry 788
TRX200789,ACC100692,2023-09-25,Debit,468934.68,Finance,West,Financial entry 789
TRX200790,ACC102801,2020-07-21,Debit,289176.72,Operations,North,Financial entry 790
TRX200791,ACC101909,2023-03-10,Debit,37889.65,Finance,East,Financial entry 791
TRX200792,ACC100609,2022-07-21,Debit,250915.22,IT,West,Financial entry 792
TRX200793,ACC102368,2022-06-21,Credit,360696.31,IT,North,Financial entry 793
TRX200794,ACC101541,2023-07-20,Credit,312688.31,HR,West,Financial entry 794
TRX200795,ACC100048,2021-05-28,Credit,280532.8,Finance,Central,Financial entry 795
TRX200796,ACC101229,2022-03-06,Debit,260425.81,Support,Central,Financial entry 796
TRX200797,ACC100522,2021-03-20,Credit,380048.53,HR,North,Financial entry 797
TRX200798,ACC101403,2020-12-03,Credit,65158.4,Support,West,Financial entry 798
TRX200799,ACC101250,2022-03-19,Credit,259252.72,Finance,Central,Financial entry 799
TRX200800,ACC101271,2023-01-24,Credit,375675.03,Finance,Central,Financial entry 800
TRX200801,ACC102209,2020-03-28,Debit,401239.87,Sales,North,Financial entry 801
TRX200802,ACC100732,2021-03-10,Debit,57998.17,Sales,North,Financial entry 802
TRX200803,ACC101097,2021-03-20,Credit,56420.8,IT,West,Financial entry 803
TRX200804,ACC102762,2022-05-01,Debit,324680.99,IT,East,Financial entry 804
TRX200805,ACC102426,2023-11-28,Debit,18342.8,Operations,East,Financial entry 805
TRX200806,ACC101481,2021-05-04,Debit,7747.36,Sales,West,Financial entry 806
TRX200807,ACC102813,2020-04-28,Credit,58762.28,IT,North,Financial entry 807
TRX200808,ACC102668,2020-08-16,Debit,219121.11,Finance,East,Financial entry 808
TRX200809,ACC102586,2023-01-18,Credit,61781.39,Sales,Central,Financial entry 809
TRX200810,ACC101545,2023-12-28,Credit,458454.54,Sales,North,Financial entry 810
TRX200811,ACC100623,2022-01-13,Debit,86126.09,Finance,West,Financial entry 811
TRX200812,ACC101848,2022-04-25,Credit,119071.04,Finance,South,Financial entry 812
TRX200813,ACC100955,2022-11-30,Credit,279831.63,IT,North,Financial entry 813
TRX200814,ACC102853,2023-10-29,Debit,483058.59,Operations,East,Financial entry 814
TRX200815,ACC102168,2023-10-23,Credit,375842.83,Finance,North,Financial entry 815
TRX200816,ACC101968,2021-01-28,Debit,440215.68,Sales,North,Financial entry 816
TRX200817,ACC100145,2021-07-18,Credit,78873.88,Support,Central,Financial entry 817
TRX200818,ACC101248,2023-11-21,Credit,463195.89,Support,South,Financial entry 818
TRX200819,ACC101330,2020-02-27,Credit,487046.67,IT,West,Financial entry 819
TRX200820,ACC101175,2020-10-16,Credit,249736.74,Operations,North,Financial entry 820
TRX200821,ACC102669,2021-08-07,Credit,282665.18,Support,Central,Financial entry 821
TRX200822,ACC102056,2020-05-23,Credit,481398.88,Finance,West,Financial entry 822
TRX200823,ACC102719,2020-05-12,Debit,119705.74,HR,South,Financial entry 823
TRX200824,ACC101623,2023-07-06,Credit,493855.11,HR,Central,Financial entry 824
TRX200825,ACC101982,2020-08-24,Credit,42539.37,IT,Central,Financial entry 825
TRX200826,ACC102589,2022-05-02,Credit,202420.32,Sales,Central,Financial entry 826
TRX200827,ACC102022,2021-02-14,Credit,487356.38,Support,East,Financial entry 827
TRX200828,ACC100328,2022-02-28,Credit,322546.68,HR,West,Financial entry 828
TRX200829,ACC101512,2021-06-01,Credit,394664.19,HR,South,Financial entry 829
TRX200830,ACC101415,2020-01-06,Credit,57853.67,Sales,South,Financial entry 830
TRX200831,ACC101591,2020-07-30,Credit,185978.32,Finance,East,Financial entry 831
TRX200832,ACC100745,2020-09-16,Debit,199333.79,Finance,South,Financial entry 832
TRX200833,ACC100433,2020-12-07,Debit,480490.72,IT,South,Financial entry 833
TRX200834,ACC100688,2022-07-06,Debit,70853.17,Finance,West,Financial entry 834
TRX200835,ACC102740,2023-04-21,Credit,278782.57,Finance,East,Financial entry 835
TRX200836,ACC100493,2023-06-30,Debit,44459.67,IT,North,Financial entry 836
TRX200837,ACC102581,2022-07-28,Credit,169830.56,IT,South,Financial entry 837
TRX200838,ACC101723,2022-07-25,Debit,233962.01,Support,South,Financial entry 838
TRX200839,ACC100031,2020-02-09,Credit,360101.6,Sales,West,Financial entry 839
TRX200840,ACC100964,2020-05-19,Credit,143607.06,Sales,Central,Financial entry 840
TRX200841,ACC102662,2022-06-04,Credit,123067.53,Finance,Central,Financial entry 841
TRX200842,ACC100470,2021-02-11,Credit,455446.08,HR,South,Financial entry 842
TRX200843,ACC102510,2023-06-02,Debit,38846.65,Finance,Central,Financial entry 843
TRX200844,ACC102283,2021-02-20,Credit,303429.23,Operations,South,Financial entry 844
TRX200845,ACC102372,2023-03-30,Credit,405183.41,Operations,East,Financial entry 845
TRX200846,ACC102934,2023-01-28,Debit,298105.49,Finance,South,Financial entry 846
TRX200847,ACC101818,2021-12-22,Debit,281553.91,Finance,South,Financial entry 847
TRX200848,ACC100439,2021-06-04,Credit,322343.93,Support,South,Financial entry 848
TRX200849,ACC100328,2020-09-06,Credit,270905.03,IT,South,Financial entry 849
TRX200850,ACC102918,2022-03-23,Credit,321600.4,IT,South,Financial entry 850
TRX200851,ACC101531,2022-12-10,Credit,434628.14,Operations,East,Financial entry 851
TRX200852,ACC100119,2022-03-19,Debit,149237.67,Finance,Central,Financial entry 852
TRX200853,ACC100881,2023-01-06,Credit,412465.79,IT,East,Financial entry 853
TRX200854,ACC101357,2022-01-20,Credit,488736.63,Operations,West,Financial entry 854
TRX200855,ACC101201,2022-12-25,Debit,273943.85,Operations,Central,Financial entry 855
TRX200856,ACC101084,2021-01-22,Credit,182653.29,Sales,North,Financial entry 856
TRX200857,ACC102082,2023-10-28,Credit,96146.88,Sales,West,Financial entry 857
TRX200858,ACC102064,2022-03-03,Credit,210871.86,Support,South,Financial entry 858
TRX200859,ACC102015,2021-09-12,Credit,286124.04,Finance,North,Financial entry 859
TRX200860,ACC101838,2021-12-18,Credit,193079.64,Finance,West,Financial entry 860
TRX200861,ACC101238,2023-12-12,Debit,223871.99,Sales,Central,Financial entry 861
TRX200862,ACC101079,2023-06-13,Debit,461090.95,IT,North,Financial entry 862
TRX200863,ACC100885,2021-05-01,Credit,300558.71,Sales,South,Financial entry 863
TRX200864,ACC102114,2022-08-29,Credit,96854.74,HR,East,Financial entry 864
TRX200865,ACC101689,2023-04-28,Debit,323135.34,Finance,West,Financial entry 865
TRX200866,ACC102013,2020-05-28,Debit,202907.85,HR,West,Financial entry 866
TRX200867,ACC100710,2022-04-08,Credit,423949.11,Finance,Central,Financial entry 867
TRX200868,ACC102160,2021-01-15,Credit,218525.06,HR,North,Financial entry 868
TRX200869,ACC102431,2022-12-19,Debit,11858.97,HR,South,Financial entry 869
TRX200870,ACC101498,2020-02-07,Credit,134149.12,Operations,South,Financial entry 870
TRX200871,ACC100457,2021-01-08,Debit,188283.83,Operations,West,Financial entry 871
TRX200872,ACC101161,2021-05-10,Credit,497107.45,Sales,West,Financial entry 872
TRX200873,ACC102894,2022-09-29,Debit,264647.58,Operations,West,Financial entry 873
TRX200874,ACC102691,2020-06-21,Debit,280519.1,Operations,West,Financial entry 874
TRX200875,ACC102346,2020-01-24,Credit,395951.44,Finance,East,Financial entry 875
TRX200876,ACC100205,2023-12-08,Credit,266536.9,Operations,East,Financial entry 876
TRX200877,ACC101861,2020-07-30,Credit,433607.81,HR,East,Financial entry 877
TRX200878,ACC102137,2023-08-22,Credit,351344.12,Finance,North,Financial entry 878
TRX200879,ACC100347,2021-12-06,Credit,243261.04,IT,Central,Financial entry 879
TRX200880,ACC101307,2021-03-17,Debit,219522.13,Operations,East,Financial entry 880
TRX200881,ACC100135,2020-07-29,Debit,156330.86,HR,West,Financial entry 881
TRX200882,ACC101976,2023-11-11,Credit,254945.68,Support,North,Financial entry 882
TRX200883,ACC101367,2023-07-06,Credit,496991.18,HR,South,Financial entry 883
TRX200884,ACC100669,2021-12-01,Credit,258893.02,HR,Central,Financial entry 884
TRX200885,ACC100454,2021-02-21,Credit,135578.18,Finance,North,Financial entry 885
TRX200886,ACC101595,2021-01-15,Credit,232156.01,IT,West,Financial entry 886
TRX200887,ACC100157,2020-01-14,Debit,52599.49,Operations,Central,Financial entry 887
TRX200888,ACC100242,2021-06-13,Debit,51486.69,Finance,South,Financial entry 888
TRX200889,ACC101858,2023-05-05,Credit,127540.13,HR,East,Financial entry 889
TRX200890,ACC101951,2022-04-22,Credit,65303.26,HR,West,Financial entry 890
TRX200891,ACC101179,2023-07-15,Credit,444598.92,Operations,Central,Financial entry 891
TRX200892,ACC101741,2021-09-21,Credit,422306.86,Support,North,Financial entry 892
TRX200893,ACC101080,2020-06-29,Credit,124196.77,Finance,South,Financial entry 893
TRX200894,ACC100849,2021-02-01,Credit,355286.97,Support,North,Financial entry 894
TRX200895,ACC100197,2020-04-20,Credit,491220.03,HR,East,Financial entry 895
TRX200896,ACC100973,2023-04-28,Debit,419313.83,IT,North,Financial entry 896
TRX200897,ACC101655,2022-11-21,Credit,289089.68,Support,South,Financial entry 897
TRX200898,ACC102161,2021-07-21,Credit,245433.79,Finance,North,Financial entry 898
TRX200899,ACC100615,2023-06-05,Debit,233635.72,Operations,West,Financial entry 899
TRX200900,ACC100250,2023-02-02,Credit,290080.73,Support,South,Financial entry 900
TRX200901,ACC102954,2023-01-28,Credit,176372.19,Finance,South,Financial entry 901
TRX200902,ACC100406,2023-02-20,Credit,394898.64,Support,Central,Financial entry 902
TRX200903,ACC100234,2023-08-15,Credit,299080.09,Operations,South,Financial entry 903
TRX200904,ACC102963,2021-08-22,Debit,448062.23,Sales,Central,Financial entry 904
TRX200905,ACC102779,2023-09-19,Credit,204043.03,Sales,East,Financial entry 905
TRX200906,ACC100055,2022-11-23,Credit,225557.48,Finance,West,Financial entry 906
TRX200907,ACC102360,2022-03-07,Debit,423245.83,Support,South,Financial entry 907
TRX200908,ACC100329,2021-07-27,Debit,282954.69,Operations,Central,Financial entry 908
TRX200909,ACC100283,2024-01-08,Debit,445069.69,Support,West,Financial entry 909
TRX200910,ACC100037,2022-12-30,Debit,317354.99,Finance,South,Financial entry 910
TRX200911,ACC101245,2021-01-20,Credit,126421.18,Finance,South,Financial entry 911
TRX200912,ACC102402,2023-07-22,Credit,266501.9,Operations,Central,Financial entry 912
TRX200913,ACC101464,2023-09-30,Debit,59066.69,Sales,South,Financial entry 913
TRX200914,ACC100722,2022-05-04,Credit,231011.68,IT,Central,Financial entry 914
TRX200915,ACC100734,2020-02-21,Debit,368512.2,HR,East,Financial entry 915
TRX200916,ACC102687,2023-06-08,Credit,407964.34,HR,North,Financial entry 916
TRX200917,ACC100100,2021-05-14,Credit,236408.03,Operations,West,Financial entry 917
TRX200918,ACC100068,2023-07-04,Credit,332685.78,Sales,West,Financial entry 918
TRX200919,ACC100231,2021-08-30,Credit,435806.61,HR,North,Financial entry 919
TRX200920,ACC101361,2020-06-06,Debit,40982.3,Operations,West,Financial entry 920
TRX200921,ACC101977,2023-10-18,Credit,388049.74,Operations,Central,Financial entry 921
TRX200922,ACC101559,2020-04-06,Debit,447707.59,Operations,Central,Financial entry 922
TRX200923,ACC100400,2020-03-06,Debit,285459.44,IT,South,Financial entry 923
TRX200924,ACC100250,2020-06-16,Credit,308487.48,HR,East,Financial entry 924
